depth	role	model	metric	gap	taskmean_values	positive	negative	within
135	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	810	810	0
135	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	423	423	774
135	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	168	168	1284
135	Cobs	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	6	6	1608
135	Cobs	original_CPA_fixed	centroid_accuracy	0.0	1620	708	708	204
135	Cobs	original_CPA_fixed	centroid_accuracy	0.005	1620	0	0	1620
135	Cobs	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
135	Cobs	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
135	Cobs	additive	standardized_MSE	0.0	1620	810	810	0
135	Cobs	additive	standardized_MSE	0.005	1620	0	0	1620
135	Cobs	additive	standardized_MSE	0.01	1620	0	0	1620
135	Cobs	additive	standardized_MSE	0.02	1620	0	0	1620
135	Cobs	additive	raw_RMSE	0.0	1620	810	810	0
135	Cobs	additive	raw_RMSE	0.005	1620	0	0	1620
135	Cobs	additive	raw_RMSE	0.01	1620	0	0	1620
135	Cobs	additive	raw_RMSE	0.02	1620	0	0	1620
135	Cobs	additive	perturbation_centred_Pearson	0.0	1620	810	810	0
135	Cobs	additive	perturbation_centred_Pearson	0.005	1620	540	540	540
135	Cobs	additive	perturbation_centred_Pearson	0.01	1620	540	540	540
135	Cobs	additive	perturbation_centred_Pearson	0.02	1620	0	0	1620
135	Cobs	additive	centroid_accuracy	0.0	1620	678	678	264
135	Cobs	additive	centroid_accuracy	0.005	1620	0	0	1620
135	Cobs	additive	centroid_accuracy	0.01	1620	0	0	1620
135	Cobs	additive	centroid_accuracy	0.02	1620	0	0	1620
135	Cobs	compositional_ridge	standardized_MSE	0.0	1620	810	810	0
135	Cobs	compositional_ridge	standardized_MSE	0.005	1620	0	0	1620
135	Cobs	compositional_ridge	standardized_MSE	0.01	1620	0	0	1620
135	Cobs	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
135	Cobs	compositional_ridge	raw_RMSE	0.0	1620	810	810	0
135	Cobs	compositional_ridge	raw_RMSE	0.005	1620	3	3	1614
135	Cobs	compositional_ridge	raw_RMSE	0.01	1620	0	0	1620
135	Cobs	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
135	Cobs	compositional_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
135	Cobs	compositional_ridge	perturbation_centred_Pearson	0.005	1620	591	591	438
135	Cobs	compositional_ridge	perturbation_centred_Pearson	0.01	1620	546	546	528
135	Cobs	compositional_ridge	perturbation_centred_Pearson	0.02	1620	540	540	540
135	Cobs	compositional_ridge	centroid_accuracy	0.0	1620	774	774	72
135	Cobs	compositional_ridge	centroid_accuracy	0.005	1620	192	192	1236
135	Cobs	compositional_ridge	centroid_accuracy	0.01	1620	12	12	1596
135	Cobs	compositional_ridge	centroid_accuracy	0.02	1620	0	0	1620
135	Cobs	NC_native_effect	standardized_MSE	0.0	1620	810	810	0
135	Cobs	NC_native_effect	standardized_MSE	0.005	1620	54	54	1512
135	Cobs	NC_native_effect	standardized_MSE	0.01	1620	0	0	1620
135	Cobs	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
135	Cobs	NC_native_effect	raw_RMSE	0.0	1620	810	810	0
135	Cobs	NC_native_effect	raw_RMSE	0.005	1620	9	9	1602
135	Cobs	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
135	Cobs	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
135	Cobs	NC_native_effect	perturbation_centred_Pearson	0.0	1620	810	810	0
135	Cobs	NC_native_effect	perturbation_centred_Pearson	0.005	1620	72	72	1476
135	Cobs	NC_native_effect	perturbation_centred_Pearson	0.01	1620	0	0	1620
135	Cobs	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
135	Cobs	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
135	Cobs	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
135	Cobs	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
135	Cobs	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
135	Cobs	native_effect_ridge	standardized_MSE	0.0	1620	810	810	0
135	Cobs	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
135	Cobs	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
135	Cobs	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
135	Cobs	native_effect_ridge	raw_RMSE	0.0	1620	810	810	0
135	Cobs	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
135	Cobs	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
135	Cobs	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
135	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
135	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
135	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
135	Cobs	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
135	Cobs	native_effect_ridge	centroid_accuracy	0.0	1620	684	684	252
135	Cobs	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
135	Cobs	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
135	Cobs	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
135	Cpred	selected_CPA	standardized_MSE	0.0	1620	810	810	0
135	Cpred	selected_CPA	standardized_MSE	0.005	1620	58	58	1504
135	Cpred	selected_CPA	standardized_MSE	0.01	1620	0	0	1620
135	Cpred	selected_CPA	standardized_MSE	0.02	1620	0	0	1620
135	Cpred	selected_CPA	raw_RMSE	0.0	1620	810	810	0
135	Cpred	selected_CPA	raw_RMSE	0.005	1620	25	25	1570
135	Cpred	selected_CPA	raw_RMSE	0.01	1620	0	0	1620
135	Cpred	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
135	Cpred	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
135	Cpred	selected_CPA	perturbation_centred_Pearson	0.005	1620	560	560	500
135	Cpred	selected_CPA	perturbation_centred_Pearson	0.01	1620	350	350	920
135	Cpred	selected_CPA	perturbation_centred_Pearson	0.02	1620	90	90	1440
135	Cpred	selected_CPA	centroid_accuracy	0.0	1620	763	763	94
135	Cpred	selected_CPA	centroid_accuracy	0.005	1620	26	26	1568
135	Cpred	selected_CPA	centroid_accuracy	0.01	1620	0	0	1620
135	Cpred	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
135	Cpred	original_CPA_fixed	standardized_MSE	0.0	1620	810	810	0
135	Cpred	original_CPA_fixed	standardized_MSE	0.005	1620	78	78	1464
135	Cpred	original_CPA_fixed	standardized_MSE	0.01	1620	0	0	1620
135	Cpred	original_CPA_fixed	standardized_MSE	0.02	1620	0	0	1620
135	Cpred	original_CPA_fixed	raw_RMSE	0.0	1620	810	810	0
135	Cpred	original_CPA_fixed	raw_RMSE	0.005	1620	18	18	1584
135	Cpred	original_CPA_fixed	raw_RMSE	0.01	1620	0	0	1620
135	Cpred	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
135	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	810	810	0
135	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	408	408	804
135	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	165	165	1290
135	Cpred	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	6	6	1608
135	Cpred	original_CPA_fixed	centroid_accuracy	0.0	1620	705	705	210
135	Cpred	original_CPA_fixed	centroid_accuracy	0.005	1620	0	0	1620
135	Cpred	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
135	Cpred	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
135	Cpred	additive	standardized_MSE	0.0	1620	810	810	0
135	Cpred	additive	standardized_MSE	0.005	1620	0	0	1620
135	Cpred	additive	standardized_MSE	0.01	1620	0	0	1620
135	Cpred	additive	standardized_MSE	0.02	1620	0	0	1620
135	Cpred	additive	raw_RMSE	0.0	1620	810	810	0
135	Cpred	additive	raw_RMSE	0.005	1620	0	0	1620
135	Cpred	additive	raw_RMSE	0.01	1620	0	0	1620
135	Cpred	additive	raw_RMSE	0.02	1620	0	0	1620
135	Cpred	additive	perturbation_centred_Pearson	0.0	1620	810	810	0
135	Cpred	additive	perturbation_centred_Pearson	0.005	1620	543	543	534
135	Cpred	additive	perturbation_centred_Pearson	0.01	1620	540	540	540
135	Cpred	additive	perturbation_centred_Pearson	0.02	1620	0	0	1620
135	Cpred	additive	centroid_accuracy	0.0	1620	663	663	294
135	Cpred	additive	centroid_accuracy	0.005	1620	0	0	1620
135	Cpred	additive	centroid_accuracy	0.01	1620	0	0	1620
135	Cpred	additive	centroid_accuracy	0.02	1620	0	0	1620
135	Cpred	compositional_ridge	standardized_MSE	0.0	1620	810	810	0
135	Cpred	compositional_ridge	standardized_MSE	0.005	1620	0	0	1620
135	Cpred	compositional_ridge	standardized_MSE	0.01	1620	0	0	1620
135	Cpred	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
135	Cpred	compositional_ridge	raw_RMSE	0.0	1620	810	810	0
135	Cpred	compositional_ridge	raw_RMSE	0.005	1620	3	3	1614
135	Cpred	compositional_ridge	raw_RMSE	0.01	1620	0	0	1620
135	Cpred	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
135	Cpred	compositional_ridge	perturbation_centred_Pearson	0.0	1620	810	810	0
135	Cpred	compositional_ridge	perturbation_centred_Pearson	0.005	1620	597	597	426
135	Cpred	compositional_ridge	perturbation_centred_Pearson	0.01	1620	540	540	540
135	Cpred	compositional_ridge	perturbation_centred_Pearson	0.02	1620	540	540	540
135	Cpred	compositional_ridge	centroid_accuracy	0.0	1620	771	771	78
135	Cpred	compositional_ridge	centroid_accuracy	0.005	1620	207	207	1206
135	Cpred	compositional_ridge	centroid_accuracy	0.01	1620	9	9	1602
135	Cpred	compositional_ridge	centroid_accuracy	0.02	1620	0	0	1620
135	Cpred	NC_native_effect	standardized_MSE	0.0	1620	0	0	1620
135	Cpred	NC_native_effect	standardized_MSE	0.005	1620	0	0	1620
135	Cpred	NC_native_effect	standardized_MSE	0.01	1620	0	0	1620
135	Cpred	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
135	Cpred	NC_native_effect	raw_RMSE	0.0	1620	0	0	1620
135	Cpred	NC_native_effect	raw_RMSE	0.005	1620	0	0	1620
135	Cpred	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
135	Cpred	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
135	Cpred	NC_native_effect	perturbation_centred_Pearson	0.0	1620	0	0	1620
135	Cpred	NC_native_effect	perturbation_centred_Pearson	0.005	1620	0	0	1620
135	Cpred	NC_native_effect	perturbation_centred_Pearson	0.01	1620	0	0	1620
135	Cpred	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
135	Cpred	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
135	Cpred	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
135	Cpred	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
135	Cpred	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
135	Cpred	native_effect_ridge	standardized_MSE	0.0	1620	0	0	1620
135	Cpred	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
135	Cpred	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
135	Cpred	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
135	Cpred	native_effect_ridge	raw_RMSE	0.0	1620	0	0	1620
135	Cpred	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
135	Cpred	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
135	Cpred	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
135	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
135	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
135	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
135	Cpred	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
135	Cpred	native_effect_ridge	centroid_accuracy	0.0	1620	0	0	1620
135	Cpred	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
135	Cpred	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
135	Cpred	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
135	Cmodel	selected_CPA	standardized_MSE	0.0	1620	810	810	0
135	Cmodel	selected_CPA	standardized_MSE	0.005	1620	11	11	1598
135	Cmodel	selected_CPA	standardized_MSE	0.01	1620	0	0	1620
135	Cmodel	selected_CPA	standardized_MSE	0.02	1620	0	0	1620
135	Cmodel	selected_CPA	raw_RMSE	0.0	1620	810	810	0
135	Cmodel	selected_CPA	raw_RMSE	0.005	1620	0	0	1620
135	Cmodel	selected_CPA	raw_RMSE	0.01	1620	0	0	1620
135	Cmodel	selected_CPA	raw_RMSE	0.02	1620	0	0	1620
135	Cmodel	selected_CPA	perturbation_centred_Pearson	0.0	1620	810	810	0
135	Cmodel	selected_CPA	perturbation_centred_Pearson	0.005	1620	465	465	690
135	Cmodel	selected_CPA	perturbation_centred_Pearson	0.01	1620	289	289	1042
135	Cmodel	selected_CPA	perturbation_centred_Pearson	0.02	1620	47	47	1526
135	Cmodel	selected_CPA	centroid_accuracy	0.0	1620	755	755	110
135	Cmodel	selected_CPA	centroid_accuracy	0.005	1620	27	27	1566
135	Cmodel	selected_CPA	centroid_accuracy	0.01	1620	0	0	1620
135	Cmodel	selected_CPA	centroid_accuracy	0.02	1620	0	0	1620
135	Cmodel	original_CPA_fixed	standardized_MSE	0.0	1620	0	0	1620
135	Cmodel	original_CPA_fixed	standardized_MSE	0.005	1620	0	0	1620
135	Cmodel	original_CPA_fixed	standardized_MSE	0.01	1620	0	0	1620
135	Cmodel	original_CPA_fixed	standardized_MSE	0.02	1620	0	0	1620
135	Cmodel	original_CPA_fixed	raw_RMSE	0.0	1620	0	0	1620
135	Cmodel	original_CPA_fixed	raw_RMSE	0.005	1620	0	0	1620
135	Cmodel	original_CPA_fixed	raw_RMSE	0.01	1620	0	0	1620
135	Cmodel	original_CPA_fixed	raw_RMSE	0.02	1620	0	0	1620
135	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.0	1620	0	0	1620
135	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.005	1620	0	0	1620
135	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.01	1620	0	0	1620
135	Cmodel	original_CPA_fixed	perturbation_centred_Pearson	0.02	1620	0	0	1620
135	Cmodel	original_CPA_fixed	centroid_accuracy	0.0	1620	0	0	1620
135	Cmodel	original_CPA_fixed	centroid_accuracy	0.005	1620	0	0	1620
135	Cmodel	original_CPA_fixed	centroid_accuracy	0.01	1620	0	0	1620
135	Cmodel	original_CPA_fixed	centroid_accuracy	0.02	1620	0	0	1620
135	Cmodel	additive	standardized_MSE	0.0	1620	0	0	1620
135	Cmodel	additive	standardized_MSE	0.005	1620	0	0	1620
135	Cmodel	additive	standardized_MSE	0.01	1620	0	0	1620
135	Cmodel	additive	standardized_MSE	0.02	1620	0	0	1620
135	Cmodel	additive	raw_RMSE	0.0	1620	0	0	1620
135	Cmodel	additive	raw_RMSE	0.005	1620	0	0	1620
135	Cmodel	additive	raw_RMSE	0.01	1620	0	0	1620
135	Cmodel	additive	raw_RMSE	0.02	1620	0	0	1620
135	Cmodel	additive	perturbation_centred_Pearson	0.0	1620	0	0	1620
135	Cmodel	additive	perturbation_centred_Pearson	0.005	1620	0	0	1620
135	Cmodel	additive	perturbation_centred_Pearson	0.01	1620	0	0	1620
135	Cmodel	additive	perturbation_centred_Pearson	0.02	1620	0	0	1620
135	Cmodel	additive	centroid_accuracy	0.0	1620	0	0	1620
135	Cmodel	additive	centroid_accuracy	0.005	1620	0	0	1620
135	Cmodel	additive	centroid_accuracy	0.01	1620	0	0	1620
135	Cmodel	additive	centroid_accuracy	0.02	1620	0	0	1620
135	Cmodel	compositional_ridge	standardized_MSE	0.0	1620	0	0	1620
135	Cmodel	compositional_ridge	standardized_MSE	0.005	1620	0	0	1620
135	Cmodel	compositional_ridge	standardized_MSE	0.01	1620	0	0	1620
135	Cmodel	compositional_ridge	standardized_MSE	0.02	1620	0	0	1620
135	Cmodel	compositional_ridge	raw_RMSE	0.0	1620	0	0	1620
135	Cmodel	compositional_ridge	raw_RMSE	0.005	1620	0	0	1620
135	Cmodel	compositional_ridge	raw_RMSE	0.01	1620	0	0	1620
135	Cmodel	compositional_ridge	raw_RMSE	0.02	1620	0	0	1620
135	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
135	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
135	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
135	Cmodel	compositional_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
135	Cmodel	compositional_ridge	centroid_accuracy	0.0	1620	0	0	1620
135	Cmodel	compositional_ridge	centroid_accuracy	0.005	1620	0	0	1620
135	Cmodel	compositional_ridge	centroid_accuracy	0.01	1620	0	0	1620
135	Cmodel	compositional_ridge	centroid_accuracy	0.02	1620	0	0	1620
135	Cmodel	NC_native_effect	standardized_MSE	0.0	1620	0	0	1620
135	Cmodel	NC_native_effect	standardized_MSE	0.005	1620	0	0	1620
135	Cmodel	NC_native_effect	standardized_MSE	0.01	1620	0	0	1620
135	Cmodel	NC_native_effect	standardized_MSE	0.02	1620	0	0	1620
135	Cmodel	NC_native_effect	raw_RMSE	0.0	1620	0	0	1620
135	Cmodel	NC_native_effect	raw_RMSE	0.005	1620	0	0	1620
135	Cmodel	NC_native_effect	raw_RMSE	0.01	1620	0	0	1620
135	Cmodel	NC_native_effect	raw_RMSE	0.02	1620	0	0	1620
135	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.0	1620	0	0	1620
135	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.005	1620	0	0	1620
135	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.01	1620	0	0	1620
135	Cmodel	NC_native_effect	perturbation_centred_Pearson	0.02	1620	0	0	1620
135	Cmodel	NC_native_effect	centroid_accuracy	0.0	1620	0	0	1620
135	Cmodel	NC_native_effect	centroid_accuracy	0.005	1620	0	0	1620
135	Cmodel	NC_native_effect	centroid_accuracy	0.01	1620	0	0	1620
135	Cmodel	NC_native_effect	centroid_accuracy	0.02	1620	0	0	1620
135	Cmodel	native_effect_ridge	standardized_MSE	0.0	1620	0	0	1620
135	Cmodel	native_effect_ridge	standardized_MSE	0.005	1620	0	0	1620
135	Cmodel	native_effect_ridge	standardized_MSE	0.01	1620	0	0	1620
135	Cmodel	native_effect_ridge	standardized_MSE	0.02	1620	0	0	1620
135	Cmodel	native_effect_ridge	raw_RMSE	0.0	1620	0	0	1620
135	Cmodel	native_effect_ridge	raw_RMSE	0.005	1620	0	0	1620
135	Cmodel	native_effect_ridge	raw_RMSE	0.01	1620	0	0	1620
135	Cmodel	native_effect_ridge	raw_RMSE	0.02	1620	0	0	1620
135	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.0	1620	0	0	1620
135	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.005	1620	0	0	1620
135	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.01	1620	0	0	1620
135	Cmodel	native_effect_ridge	perturbation_centred_Pearson	0.02	1620	0	0	1620
135	Cmodel	native_effect_ridge	centroid_accuracy	0.0	1620	0	0	1620
135	Cmodel	native_effect_ridge	centroid_accuracy	0.005	1620	0	0	1620
135	Cmodel	native_effect_ridge	centroid_accuracy	0.01	1620	0	0	1620
135	Cmodel	native_effect_ridge	centroid_accuracy	0.02	1620	0	0	1620
