dataset	regime	family	mode	depth	seed_summary	root_index	root_tasks	rms
parse	common48	CPA	input_centered_effect	24	17	2	722	0.252359365179184
parse	common48	CPA	input_centered_effect	24	17	3	722	0.2517108279502776
parse	common48	CPA	input_centered_effect	24	17	4	722	0.26279765643520664
parse	common48	CPA	input_centered_effect	24	17	5	722	0.261470708038125
parse	common48	CPA	input_centered_effect	24	17	6	722	0.2552610805122701
parse	common48	CPA	input_centered_effect	24	17	7	722	0.261382391830121
parse	common48	CPA	input_centered_effect	24	29	0	722	0.2509532968916502
parse	common48	CPA	input_centered_effect	24	29	1	722	0.26401760598980145
parse	common48	CPA	input_centered_effect	24	29	2	722	0.25216607449062034
parse	common48	CPA	input_centered_effect	24	29	3	722	0.2515269919614843
parse	common48	CPA	input_centered_effect	24	29	4	722	0.2625838750304303
parse	common48	CPA	input_centered_effect	24	29	5	722	0.26140455426132275
parse	common48	CPA	input_centered_effect	24	29	6	722	0.25517680915732377
parse	common48	CPA	input_centered_effect	24	29	7	722	0.2611866314947637
parse	common48	CPA	input_centered_effect	24	43	0	722	0.250903439473406
parse	common48	CPA	input_centered_effect	24	43	1	722	0.2640055669328289
parse	common48	CPA	input_centered_effect	24	43	2	722	0.2521218112226342
parse	common48	CPA	input_centered_effect	24	43	3	722	0.2514997473374692
parse	common48	CPA	input_centered_effect	24	43	4	722	0.262544521264057
parse	common48	CPA	input_centered_effect	24	43	5	722	0.2613424635429961
parse	common48	CPA	input_centered_effect	24	43	6	722	0.25519171325205264
parse	common48	CPA	input_centered_effect	24	43	7	722	0.26116352386261205
parse	common48	CPA	input_centered_effect	32	mean_of_squared_seed_displacements	0	722	0.21742782551416953
parse	common48	CPA	input_centered_effect	32	mean_of_squared_seed_displacements	1	722	0.2286937840237794
parse	common48	CPA	input_centered_effect	32	mean_of_squared_seed_displacements	2	722	0.2183974814018905
parse	common48	CPA	input_centered_effect	32	mean_of_squared_seed_displacements	3	722	0.2179245216235347
parse	common48	CPA	input_centered_effect	32	mean_of_squared_seed_displacements	4	722	0.2274473590934491
parse	common48	CPA	input_centered_effect	32	mean_of_squared_seed_displacements	5	722	0.22640495560805562
parse	common48	CPA	input_centered_effect	32	mean_of_squared_seed_displacements	6	722	0.22100767531826276
parse	common48	CPA	input_centered_effect	32	mean_of_squared_seed_displacements	7	722	0.2262351049749539
parse	common48	CPA	input_centered_effect	32	17	0	722	0.21758308333267076
parse	common48	CPA	input_centered_effect	32	17	1	722	0.22878614722516097
parse	common48	CPA	input_centered_effect	32	17	2	722	0.21852687772848842
parse	common48	CPA	input_centered_effect	32	17	3	722	0.21803662320073705
parse	common48	CPA	input_centered_effect	32	17	4	722	0.22758429958993076
parse	common48	CPA	input_centered_effect	32	17	5	722	0.22646043283875963
