realization_id	root_task_index	root_id	root_index	task_id	task_index	construction	pca64_standardized_mse	scgen_standardized_mse	pca64_utility	scgen_utility	pca64_minus_scgen	expected_pca64_utility	expected_scgen_utility	maximum_method_absolute_error_vs_expected
q1	19	R44	3	T05	4	rotation	0.27314904249044969	0.39955931698540942	-0.27314904249044969	-0.39955931698540942	0.12641027449495973	-0.27314904249044969	-0.39955931698540942	0
q1	20	R45	4	T01	0	rotation	0.19134934409477636	0.28685060562585379	-0.19134934409477636	-0.28685060562585379	0.095501261531077436	-0.19134934409477636	-0.28685060562585379	0
q1	21	R45	4	T02	1	rotation	0.20155467655404177	0.29922981478384164	-0.20155467655404177	-0.29922981478384164	0.097675138229799868	-0.20155467655404177	-0.29922981478384164	0
q1	22	R45	4	T03	2	rotation	0.23656975179775008	0.35464993461567867	-0.23656975179775008	-0.35464993461567867	0.11808018281792859	-0.23656975179775008	-0.35464993461567867	0
q1	23	R45	4	T04	3	rotation	0.24372385152711548	0.37933821593114686	-0.24372385152711548	-0.37933821593114686	0.13561436440403138	-0.24372385152711548	-0.37933821593114686	0
q1	24	R45	4	T05	4	rotation	0.26837010519087051	0.39903661226028714	-0.26837010519087051	-0.39903661226028714	0.13066650706941663	-0.26837010519087051	-0.39903661226028714	0
q1	25	R46	5	T01	0	rotation	0.21569266948895063	0.33436973632792216	-0.21569266948895063	-0.33436973632792216	0.11867706683897153	-0.21569266948895063	-0.33436973632792216	0
q1	26	R46	5	T02	1	rotation	0.21155859755324424	0.31205935848235827	-0.21155859755324424	-0.31205935848235827	0.10050076092911403	-0.21155859755324424	-0.31205935848235827	0
q1	27	R46	5	T03	2	rotation	0.26693927045036009	0.40447265196683074	-0.26693927045036009	-0.40447265196683074	0.13753338151647065	-0.26693927045036009	-0.40447265196683074	0
q1	28	R46	5	T04	3	rotation	0.20683138164018086	0.3313890135319072	-0.20683138164018086	-0.3313890135319072	0.12455763189172633	-0.20683138164018086	-0.3313890135319072	0
q1	29	R46	5	T05	4	rotation	0.29378742327001112	0.43312553772646184	-0.29378742327001112	-0.43312553772646184	0.13933811445645072	-0.29378742327001112	-0.43312553772646184	0
q1	30	R47	6	T01	0	rotation	0.26247950669101855	0.39698752075107852	-0.26247950669101855	-0.39698752075107852	0.13450801406005997	-0.26247950669101855	-0.39698752075107852	0
q1	31	R47	6	T02	1	rotation	0.25783819139395442	0.38995671669716564	-0.25783819139395442	-0.38995671669716564	0.13211852530321122	-0.25783819139395442	-0.38995671669716564	0
q1	32	R47	6	T03	2	rotation	0.30004632847224744	0.44499696876715317	-0.30004632847224744	-0.44499696876715317	0.14495064029490573	-0.30004632847224744	-0.44499696876715317	0
q1	33	R47	6	T04	3	rotation	0.27579219864125776	0.4994243515780537	-0.27579219864125776	-0.4994243515780537	0.22363215293679595	-0.27579219864125776	-0.4994243515780537	0
q1	34	R47	6	T05	4	rotation	0.30676814888929965	0.46660673840273947	-0.30676814888929965	-0.46660673840273947	0.15983858951343982	-0.30676814888929965	-0.46660673840273947	0
q1	35	R48	7	T01	0	rotation	0.23047179731365386	0.34741283895721442	-0.23047179731365386	-0.34741283895721442	0.11694104164356056	-0.23047179731365386	-0.34741283895721442	0
q1	36	R48	7	T02	1	rotation	0.21651282224447588	0.32711297474936352	-0.21651282224447588	-0.32711297474936352	0.11060015250488764	-0.21651282224447588	-0.32711297474936352	0
q1	37	R48	7	T03	2	rotation	0.26901441760658806	0.40147585587778095	-0.26901441760658806	-0.40147585587778095	0.13246143827119289	-0.26901441760658806	-0.40147585587778095	0
q1	38	R48	7	T04	3	rotation	0.20355451659897669	0.31999255678225175	-0.20355451659897669	-0.31999255678225175	0.11643804018327505	-0.20355451659897669	-0.31999255678225175	0
