condition	depth_per_gemgroup	model_a	model_b	pair_role	pattern	S_margin	margin	displacement	crossing_allocation_count	n_allocations	strict_crossing_after_allocation_mean
BAK1+KLF1	135	compositional_ridge	zero_effect	zero_effect_diagnostic	P	0.0268915628100913	0.025070068087851699	-0.0018214947222395001	0	30	False
BAK1+KLF1	135	compositional_ridge	zero_effect	zero_effect_diagnostic	O	0.0268915628100913	0.025070068087851699	-0.0018214947222395001	0	30	False
BAK1+KLF1	135	compositional_ridge	zero_effect	zero_effect_diagnostic	D	0.0268915628100913	0.025070068087851699	-0.0018214947222395001	0	30	False
BAK1+KLF1	8	CPA_0.8.8	zero_effect	zero_effect_diagnostic	S	0.025182292669342299	0.025182292669342299	0	0	30	False
BAK1+KLF1	8	CPA_0.8.8	zero_effect	zero_effect_diagnostic	M	0.025182292669342299	0.025182292669342202	-1.61907524424502e-18	0	30	False
BAK1+KLF1	8	CPA_0.8.8	zero_effect	zero_effect_diagnostic	P	0.025182292669342299	-0.0085985748396811001	-0.033780867509023399	30	30	True
BAK1+KLF1	8	CPA_0.8.8	zero_effect	zero_effect_diagnostic	O	0.025182292669342299	-0.0025790329847236999	-0.027761325654065999	30	30	True
BAK1+KLF1	8	CPA_0.8.8	zero_effect	zero_effect_diagnostic	D	0.025182292669342299	-0.0055888039122024002	-0.030771096581544699	30	30	True
BAK1+KLF1	16	CPA_0.8.8	zero_effect	zero_effect_diagnostic	S	0.018241873243332301	0.018241873243332301	0	0	30	False
BAK1+KLF1	16	CPA_0.8.8	zero_effect	zero_effect_diagnostic	M	0.018241873243332301	0.018241873243332301	-1.1564823173178714e-19	0	30	False
BAK1+KLF1	16	CPA_0.8.8	zero_effect	zero_effect_diagnostic	P	0.018241873243332301	0.0014217049067206001	-0.0168201683366116	4	30	False
BAK1+KLF1	16	CPA_0.8.8	zero_effect	zero_effect_diagnostic	O	0.018241873243332301	0.0043803961877087001	-0.013861477055623499	0	30	False
BAK1+KLF1	16	CPA_0.8.8	zero_effect	zero_effect_diagnostic	D	0.018241873243332301	0.0029010505472146001	-0.0153408226961176	0	30	False
BAK1+KLF1	32	CPA_0.8.8	zero_effect	zero_effect_diagnostic	S	0.0148727932717696	0.0148727932717696	0	0	30	False
BAK1+KLF1	32	CPA_0.8.8	zero_effect	zero_effect_diagnostic	M	0.0148727932717696	0.0148727932717696	-4.6259292692714865e-19	0	30	False
BAK1+KLF1	32	CPA_0.8.8	zero_effect	zero_effect_diagnostic	P	0.0148727932717696	0.0063769228940209997	-0.0084958703777485	0	30	False
BAK1+KLF1	32	CPA_0.8.8	zero_effect	zero_effect_diagnostic	O	0.0148727932717696	0.0079006425235490993	-0.0069721507482205002	0	30	False
BAK1+KLF1	32	CPA_0.8.8	zero_effect	zero_effect_diagnostic	D	0.0148727932717696	0.0071387827087850001	-0.0077340105629844997	0	30	False
BAK1+KLF1	64	CPA_0.8.8	zero_effect	zero_effect_diagnostic	S	0.0131681149912222	0.0131681149912222	0	0	30	False
BAK1+KLF1	64	CPA_0.8.8	zero_effect	zero_effect_diagnostic	M	0.0131681149912222	0.0131681149912222	0	0	30	False
BAK1+KLF1	64	CPA_0.8.8	zero_effect	zero_effect_diagnostic	P	0.0131681149912222	0.0089755223425837995	-0.0041925926486383004	0	30	False
BAK1+KLF1	64	CPA_0.8.8	zero_effect	zero_effect_diagnostic	O	0.0131681149912222	0.0096827164710549998	-0.0034853985201671002	0	30	False
BAK1+KLF1	64	CPA_0.8.8	zero_effect	zero_effect_diagnostic	D	0.0131681149912222	0.0093291194068193996	-0.0038389955844026998	0	30	False
BAK1+KLF1	128	CPA_0.8.8	zero_effect	zero_effect_diagnostic	S	0.0123089622713133	0.0123089622713133	0	0	30	False
BAK1+KLF1	128	CPA_0.8.8	zero_effect	zero_effect_diagnostic	M	0.0123089622713133	0.0123089622713133	4.6259292692714865e-19	0	30	False
