allocation	depth_per_gemgroup	model_a	model_b	pair_role	pattern	S_margin	margin	displacement	strict_crossing
0	128	additive	compositional_ridge	primary_state_pair	O	-0.0007912360649253228	-0.0007912360649253158	6.938893903907228e-18	False
0	128	additive	compositional_ridge	primary_state_pair	D	-0.0007912360649253228	-0.0007912360649253158	6.938893903907228e-18	False
0	128	additive	CPA_0.8.8	primary_state_pair	S	0.04721066158923097	0.04721066158923097	0.0	False
0	128	additive	CPA_0.8.8	primary_state_pair	M	0.04721066158923097	0.04721066158923097	0.0	False
0	128	additive	CPA_0.8.8	primary_state_pair	P	0.04721066158923097	0.047361286975466446	0.0001506253862354756	False
0	128	additive	CPA_0.8.8	primary_state_pair	O	0.04721066158923097	0.04706003620299552	-0.00015062538623544786	False
0	128	additive	CPA_0.8.8	primary_state_pair	D	0.04721066158923097	0.047210661589231	2.7755575615628914e-17	False
0	128	additive	zero_effect	zero_effect_diagnostic	S	0.07650219982463183	0.07650219982463183	0.0	False
0	128	additive	zero_effect	zero_effect_diagnostic	M	0.07650219982463183	0.07650219982463183	0.0	False
0	128	additive	zero_effect	zero_effect_diagnostic	P	0.07650219982463183	0.0746364649059736	-0.0018657349186582267	False
0	128	additive	zero_effect	zero_effect_diagnostic	O	0.07650219982463183	0.0746364649059736	-0.0018657349186582267	False
0	128	additive	zero_effect	zero_effect_diagnostic	D	0.07650219982463183	0.0746364649059736	-0.0018657349186582267	False
0	128	compositional_ridge	CPA_0.8.8	primary_state_pair	S	0.04800189765415629	0.04800189765415629	0.0	False
0	128	compositional_ridge	CPA_0.8.8	primary_state_pair	M	0.04800189765415629	0.04800189765415629	0.0	False
0	128	compositional_ridge	CPA_0.8.8	primary_state_pair	P	0.04800189765415629	0.04815252304039176	0.00015062538623546867	False
0	128	compositional_ridge	CPA_0.8.8	primary_state_pair	O	0.04800189765415629	0.04785127226792084	-0.0001506253862354548	False
0	128	compositional_ridge	CPA_0.8.8	primary_state_pair	D	0.04800189765415629	0.048001897654156314	2.0816681711721685e-17	False
0	128	compositional_ridge	zero_effect	zero_effect_diagnostic	S	0.07729343588955714	0.07729343588955714	0.0	False
0	128	compositional_ridge	zero_effect	zero_effect_diagnostic	M	0.07729343588955714	0.07729343588955714	0.0	False
0	128	compositional_ridge	zero_effect	zero_effect_diagnostic	P	0.07729343588955714	0.07542770097089892	-0.0018657349186582267	False
0	128	compositional_ridge	zero_effect	zero_effect_diagnostic	O	0.07729343588955714	0.07542770097089892	-0.0018657349186582267	False
0	128	compositional_ridge	zero_effect	zero_effect_diagnostic	D	0.07729343588955714	0.07542770097089892	-0.0018657349186582267	False
0	128	CPA_0.8.8	zero_effect	zero_effect_diagnostic	S	0.029291538235400857	0.029291538235400857	0.0	False
0	128	CPA_0.8.8	zero_effect	zero_effect_diagnostic	M	0.029291538235400857	0.029291538235400857	0.0	False
0	128	CPA_0.8.8	zero_effect	zero_effect_diagnostic	P	0.029291538235400857	0.027275177930507155	-0.0020163603048937023	False
0	128	CPA_0.8.8	zero_effect	zero_effect_diagnostic	O	0.029291538235400857	0.02757642870297808	-0.0017151095324227789	False
0	128	CPA_0.8.8	zero_effect	zero_effect_diagnostic	D	0.029291538235400857	0.027425803316742603	-0.0018657349186582545	False
0	135	additive	compositional_ridge	primary_state_pair	S	-0.0007912360649253228	-0.0007912360649253228	0.0	False
0	135	additive	compositional_ridge	primary_state_pair	M	-0.0007912360649253228	-0.0007912360649253228	0.0	False
0	135	additive	compositional_ridge	primary_state_pair	P	-0.0007912360649253228	-0.0007912360649253124	1.0408340855860843e-17	False
0	135	additive	compositional_ridge	primary_state_pair	O	-0.0007912360649253228	-0.0007912360649253124	1.0408340855860843e-17	False
0	135	additive	compositional_ridge	primary_state_pair	D	-0.0007912360649253228	-0.0007912360649253124	1.0408340855860843e-17	False
0	135	additive	CPA_0.8.8	primary_state_pair	S	0.0474027097341677	0.0474027097341677	0.0	False
0	135	additive	CPA_0.8.8	primary_state_pair	M	0.0474027097341677	0.0474027097341677	0.0	False
0	135	additive	CPA_0.8.8	primary_state_pair	P	0.0474027097341677	0.04755974989926014	0.0001570401650924369	False
0	135	additive	CPA_0.8.8	primary_state_pair	O	0.0474027097341677	0.047245669569075305	-0.00015704016509239527	False
0	135	additive	CPA_0.8.8	primary_state_pair	D	0.0474027097341677	0.047402709734167686	-1.3877787807814457e-17	False
0	135	additive	zero_effect	zero_effect_diagnostic	S	0.0767164793447113	0.0767164793447113	0.0	False
0	135	additive	zero_effect	zero_effect_diagnostic	M	0.0767164793447113	0.07671647934471128	-2.7755575615628914e-17	False
0	135	additive	zero_effect	zero_effect_diagnostic	P	0.0767164793447113	0.07491534800229098	-0.0018011313424203257	False
0	135	additive	zero_effect	zero_effect_diagnostic	O	0.0767164793447113	0.07491534800229098	-0.0018011313424203257	False
0	135	additive	zero_effect	zero_effect_diagnostic	D	0.0767164793447113	0.07491534800229098	-0.0018011313424203257	False
0	135	compositional_ridge	CPA_0.8.8	primary_state_pair	S	0.04819394579909302	0.04819394579909302	0.0	False
0	135	compositional_ridge	CPA_0.8.8	primary_state_pair	M	0.04819394579909302	0.04819394579909302	0.0	False
0	135	compositional_ridge	CPA_0.8.8	primary_state_pair	P	0.04819394579909302	0.04835098596418545	0.00015704016509242996	False
0	135	compositional_ridge	CPA_0.8.8	primary_state_pair	O	0.04819394579909302	0.04803690563400062	-0.0001570401650924022	False
0	135	compositional_ridge	CPA_0.8.8	primary_state_pair	D	0.04819394579909302	0.048193945799093	-2.0816681711721685e-17	False
0	135	compositional_ridge	zero_effect	zero_effect_diagnostic	S	0.07750771540963663	0.07750771540963663	0.0	False
0	135	compositional_ridge	zero_effect	zero_effect_diagnostic	M	0.07750771540963663	0.07750771540963661	-2.7755575615628914e-17	False
0	135	compositional_ridge	zero_effect	zero_effect_diagnostic	P	0.07750771540963663	0.0757065840672163	-0.0018011313424203396	False
0	135	compositional_ridge	zero_effect	zero_effect_diagnostic	O	0.07750771540963663	0.0757065840672163	-0.0018011313424203396	False
0	135	compositional_ridge	zero_effect	zero_effect_diagnostic	D	0.07750771540963663	0.0757065840672163	-0.0018011313424203396	False
0	135	CPA_0.8.8	zero_effect	zero_effect_diagnostic	S	0.029313769610543605	0.029313769610543605	0.0	False
0	135	CPA_0.8.8	zero_effect	zero_effect_diagnostic	M	0.029313769610543605	0.029313769610543577	-2.7755575615628914e-17	False
0	135	CPA_0.8.8	zero_effect	zero_effect_diagnostic	P	0.029313769610543605	0.027355598103030843	-0.0019581715075127626	False
0	135	CPA_0.8.8	zero_effect	zero_effect_diagnostic	O	0.029313769610543605	0.027669678433215675	-0.0016440911773279304	False
0	135	CPA_0.8.8	zero_effect	zero_effect_diagnostic	D	0.029313769610543605	0.027512638268123293	-0.0018011313424203118	False
1	8	additive	compositional_ridge	primary_state_pair	S	-0.0007912360649253228	-0.0007912360649253228	0.0	False
1	8	additive	compositional_ridge	primary_state_pair	M	-0.0007912360649253228	-0.0007912360649253228	0.0	False
1	8	additive	compositional_ridge	primary_state_pair	P	-0.0007912360649253228	-0.0007912360649253436	-2.0816681711721685e-17	False
1	8	additive	compositional_ridge	primary_state_pair	O	-0.0007912360649253228	-0.0007912360649253436	-2.0816681711721685e-17	False
1	8	additive	compositional_ridge	primary_state_pair	D	-0.0007912360649253228	-0.0007912360649253436	-2.0816681711721685e-17	False
1	8	additive	CPA_0.8.8	primary_state_pair	S	0.04497380436975526	0.04497380436975526	0.0	False
1	8	additive	CPA_0.8.8	primary_state_pair	M	0.04497380436975526	0.04497380436975526	0.0	False
1	8	additive	CPA_0.8.8	primary_state_pair	P	0.04497380436975526	0.04902197287439556	0.0040481685046403	False
1	8	additive	CPA_0.8.8	primary_state_pair	O	0.04497380436975526	0.04092563586511495	-0.0040481685046403135	False
1	8	additive	CPA_0.8.8	primary_state_pair	D	0.04497380436975526	0.04497380436975525	-6.938893903907228e-18	False
1	8	additive	zero_effect	zero_effect_diagnostic	S	0.08649348983929454	0.08649348983929454	0.0	False
1	8	additive	zero_effect	zero_effect_diagnostic	M	0.08649348983929454	0.08649348983929454	0.0	False
1	8	additive	zero_effect	zero_effect_diagnostic	P	0.08649348983929454	0.054533519123939424	-0.03195997071535512	False
1	8	additive	zero_effect	zero_effect_diagnostic	O	0.08649348983929454	0.054533519123939424	-0.03195997071535512	False
1	8	additive	zero_effect	zero_effect_diagnostic	D	0.08649348983929454	0.054533519123939424	-0.03195997071535512	False
1	8	compositional_ridge	CPA_0.8.8	primary_state_pair	S	0.04576504043468058	0.04576504043468058	0.0	False
1	8	compositional_ridge	CPA_0.8.8	primary_state_pair	M	0.04576504043468058	0.04576504043468058	0.0	False
1	8	compositional_ridge	CPA_0.8.8	primary_state_pair	P	0.04576504043468058	0.049813208939320903	0.00404816850464032	False
1	8	compositional_ridge	CPA_0.8.8	primary_state_pair	O	0.04576504043468058	0.04171687193004029	-0.004048168504640293	False
1	8	compositional_ridge	CPA_0.8.8	primary_state_pair	D	0.04576504043468058	0.0457650404346806	1.3877787807814457e-17	False
1	8	compositional_ridge	zero_effect	zero_effect_diagnostic	S	0.08728472590421987	0.08728472590421987	0.0	False
1	8	compositional_ridge	zero_effect	zero_effect_diagnostic	M	0.08728472590421987	0.08728472590421987	0.0	False
1	8	compositional_ridge	zero_effect	zero_effect_diagnostic	P	0.08728472590421987	0.05532475518886477	-0.031959970715355106	False
1	8	compositional_ridge	zero_effect	zero_effect_diagnostic	O	0.08728472590421987	0.05532475518886477	-0.031959970715355106	False
1	8	compositional_ridge	zero_effect	zero_effect_diagnostic	D	0.08728472590421987	0.05532475518886477	-0.031959970715355106	False
1	8	CPA_0.8.8	zero_effect	zero_effect_diagnostic	S	0.04151968546953928	0.04151968546953928	0.0	False
1	8	CPA_0.8.8	zero_effect	zero_effect_diagnostic	M	0.04151968546953928	0.04151968546953928	0.0	False
1	8	CPA_0.8.8	zero_effect	zero_effect_diagnostic	P	0.04151968546953928	0.005511546249543864	-0.03600813921999542	False
1	8	CPA_0.8.8	zero_effect	zero_effect_diagnostic	O	0.04151968546953928	0.013607883258824477	-0.027911802210714806	False
1	8	CPA_0.8.8	zero_effect	zero_effect_diagnostic	D	0.04151968546953928	0.00955971475418417	-0.03195997071535511	False
1	16	additive	compositional_ridge	primary_state_pair	S	-0.0007912360649253228	-0.0007912360649253228	0.0	False
1	16	additive	compositional_ridge	primary_state_pair	M	-0.0007912360649253228	-0.0007912360649253228	0.0	False
1	16	additive	compositional_ridge	primary_state_pair	P	-0.0007912360649253228	-0.000791236064925302	2.0816681711721685e-17	False
1	16	additive	compositional_ridge	primary_state_pair	O	-0.0007912360649253228	-0.000791236064925302	2.0816681711721685e-17	False
1	16	additive	compositional_ridge	primary_state_pair	D	-0.0007912360649253228	-0.000791236064925302	2.0816681711721685e-17	False
1	16	additive	CPA_0.8.8	primary_state_pair	S	0.046572639174474045	0.046572639174474045	0.0	False
1	16	additive	CPA_0.8.8	primary_state_pair	M	0.046572639174474045	0.04657263917447403	-1.3877787807814457e-17	False
1	16	additive	CPA_0.8.8	primary_state_pair	P	0.046572639174474045	0.04896148316451222	0.002388843990038178	False
1	16	additive	CPA_0.8.8	primary_state_pair	O	0.046572639174474045	0.04418379518443581	-0.0023888439900382336	False
1	16	additive	CPA_0.8.8	primary_state_pair	D	0.046572639174474045	0.04657263917447403	-1.3877787807814457e-17	False
1	16	additive	zero_effect	zero_effect_diagnostic	S	0.08195210040882948	0.08195210040882948	0.0	False
1	16	additive	zero_effect	zero_effect_diagnostic	M	0.08195210040882948	0.08195210040882948	0.0	False
1	16	additive	zero_effect	zero_effect_diagnostic	P	0.08195210040882948	0.06610531308712304	-0.01584678732170644	False
1	16	additive	zero_effect	zero_effect_diagnostic	O	0.08195210040882948	0.06610531308712304	-0.01584678732170644	False
1	16	additive	zero_effect	zero_effect_diagnostic	D	0.08195210040882948	0.06610531308712304	-0.01584678732170644	False
1	16	compositional_ridge	CPA_0.8.8	primary_state_pair	S	0.04736387523939937	0.04736387523939937	0.0	False
1	16	compositional_ridge	CPA_0.8.8	primary_state_pair	M	0.04736387523939937	0.047363875239399354	-1.3877787807814457e-17	False
1	16	compositional_ridge	CPA_0.8.8	primary_state_pair	P	0.04736387523939937	0.049752719229437525	0.0023888439900381572	False
